Crop,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Irrigation,Yield_Tonnes_Per_Hectare
Potato,126.4,79.7,168.1,4.85,23.6,65.8,345.0,Flood,13.21
Potato,150.2,109.7,128.7,5.39,23.0,75.6,328.1,Rainfed,7.99
Potato,191.0,117.6,114.5,5.92,18.2,70.7,892.9,Flood,13.84
Potato,157.7,110.3,148.4,5.54,17.6,80.3,640.0,Sprinkler,15.71
Potato,179.9,71.5,83.3,5.4,19.6,67.0,683.8,Drip,16.32
Potato,136.5,72.5,162.5,5.14,22.2,87.4,664.7,Flood,14.28
Potato,162.8,101.7,99.4,5.84,19.1,44.9,154.4,Rainfed,8.06
Potato,129.4,116.9,85.8,5.23,17.2,87.4,642.4,Sprinkler,15.88
Potato,108.0,67.8,151.9,6.84,19.4,67.5,837.0,Flood,13.14
Potato,155.0,124.8,158.5,4.84,22.9,66.8,756.5,Sprinkler,13.79
Potato,189.1,104.5,161.0,5.38,17.2,76.8,938.5,Sprinkler,13.72
Potato,182.7,106.0,168.8,6.58,16.5,77.4,750.2,Rainfed,10.7
Potato,112.4,89.5,89.5,6.18,22.8,30.8,111.7,Rainfed,8.06
Potato,171.3,105.7,109.3,6.18,15.8,70.9,652.6,Rainfed,12.68
Potato,128.6,51.1,152.0,6.83,26.5,80.2,671.2,Drip,16.09
Potato,86.2,67.6,137.5,6.85,22.3,69.5,551.4,Flood,14.01
Potato,159.1,73.0,164.7,6.02,23.9,62.5,540.2,Flood,14.46
Potato,176.7,72.3,90.9,6.92,20.6,58.7,443.5,Rainfed,10.98
Potato,118.5,81.5,130.0,5.24,22.1,41.4,121.7,Rainfed,7.9
Potato,204.4,122.9,109.4,6.18,25.4,84.1,626.8,Drip,15.98
Potato,157.9,64.1,121.4,5.87,24.8,41.2,100.0,Rainfed,7.63
Potato,94.1,77.3,91.6,6.43,19.4,81.3,649.8,Drip,18.1
Potato,186.7,119.2,127.8,6.51,23.3,60.5,425.1,Drip,15.55
Potato,137.6,105.8,140.5,5.19,12.9,74.1,768.2,Rainfed,10.04
Potato,194.4,79.8,140.0,6.14,12.8,57.7,333.3,Sprinkler,13.69
Potato,120.2,111.2,151.4,6.56,19.9,65.0,838.0,Drip,16.66
Potato,107.4,101.9,139.7,6.27,18.2,58.5,903.1,Sprinkler,15.77
Potato,132.4,71.4,97.1,6.61,19.8,32.1,125.8,Rainfed,7.3
Potato,98.7,113.9,129.0,5.05,16.5,71.9,762.4,Drip,16.81
Potato,190.3,116.6,117.2,7.04,13.1,55.1,563.6,Sprinkler,14.12
Potato,143.1,60.4,85.8,6.75,25.0,78.6,745.1,Sprinkler,14.4
Potato,150.5,52.4,167.6,6.73,15.9,76.6,910.9,Drip,14.12
Potato,140.7,82.0,155.3,5.61,13.0,57.3,347.4,Sprinkler,14.43
Potato,168.8,70.3,130.8,6.34,19.0,66.8,716.3,Rainfed,12.68
Potato,132.8,86.1,76.0,6.03,16.9,59.2,618.4,Drip,18.24
Potato,116.6,87.0,99.5,5.89,18.8,26.7,127.0,Rainfed,8.57
Potato,163.8,96.6,92.2,4.28,20.3,67.4,568.9,Drip,17.02
Potato,135.5,79.2,124.1,5.79,25.3,79.4,895.1,Flood,14.38
Potato,162.6,123.7,84.5,4.83,20.7,89.4,587.3,Drip,17.79
Potato,172.2,124.6,161.7,5.4,16.9,68.0,572.5,Drip,16.88
Potato,129.6,117.4,164.9,4.76,26.8,79.9,653.1,Sprinkler,12.71
Potato,96.3,97.9,96.8,4.74,20.3,75.2,593.0,Drip,17.04
Potato,159.6,59.7,121.4,5.89,12.9,76.2,837.3,Flood,13.77
Potato,200.5,56.4,118.8,6.13,15.7,82.0,721.2,Drip,16.39
Potato,145.0,65.8,172.1,6.85,16.4,73.9,522.6,Flood,13.48
Potato,145.8,80.9,166.1,5.92,19.0,78.5,487.2,Drip,18.91
Potato,167.8,113.4,96.3,6.01,26.6,66.2,422.7,Sprinkler,14.15
Potato,205.9,93.9,149.0,6.76,22.5,56.5,420.9,Drip,15.18
Potato,131.4,72.1,84.5,5.95,17.0,79.9,403.2,Rainfed,12.8
Potato,110.5,126.1,148.8,6.44,17.4,74.1,738.5,Sprinkler,15.37
Potato,95.1,77.9,113.4,5.33,14.6,59.9,554.5,Sprinkler,15.95
Potato,119.8,101.3,101.9,5.49,23.9,21.2,122.7,Rainfed,8.29
Potato,107.9,65.8,132.1,5.49,20.9,42.9,84.8,Rainfed,7.76
Potato,50.2,34.9,22.0,5.61,16.1,64.5,528.4,Rainfed,10.12
Potato,120.7,64.3,99.2,5.17,31.0,71.0,469.6,Rainfed,9.9
Potato,174.5,55.8,130.0,6.99,15.9,86.8,928.1,Drip,13.73
Potato,114.1,106.7,151.3,5.29,22.7,83.4,549.5,Drip,16.99
Potato,185.4,83.9,124.1,5.37,14.4,71.9,616.6,Sprinkler,15.28
Potato,158.7,96.7,81.4,7.09,23.6,85.7,585.2,Sprinkler,14.26
Potato,195.2,63.4,77.0,6.47,16.1,76.8,765.3,Drip,15.74
Potato,152.1,116.6,147.8,6.78,12.3,63.5,377.6,Sprinkler,13.41
Potato,124.9,76.6,161.6,5.72,23.8,63.3,927.2,Sprinkler,15.19
Potato,95.9,88.2,162.2,6.8,12.7,65.6,603.7,Drip,15.43
Potato,165.9,87.4,145.2,7.01,13.7,79.8,467.4,Sprinkler,14.54
Potato,125.6,77.1,143.0,6.34,33.8,75.0,496.7,Rainfed,11.22
Potato,126.5,59.5,120.2,4.76,14.2,63.2,746.0,Sprinkler,14.34
Potato,153.9,60.5,147.0,6.41,15.2,76.2,642.1,Drip,17.1
Potato,121.7,70.7,161.1,5.43,21.8,80.9,824.7,Rainfed,10.97
Potato,165.2,118.6,162.7,7.04,23.6,61.8,774.3,Drip,14.43
Potato,126.3,104.8,127.7,4.96,20.4,78.1,884.2,Drip,15.95
Potato,169.5,53.6,89.3,5.22,22.0,65.0,703.7,Rainfed,11.16
Potato,109.5,52.2,98.3,5.59,20.5,88.0,926.6,Drip,16.75
Potato,90.2,99.9,80.3,6.97,25.0,55.8,820.6,Sprinkler,14.5
Potato,192.9,108.9,128.1,6.68,26.8,65.5,395.8,Flood,12.0
Potato,99.2,83.6,74.5,6.56,26.2,72.5,582.1,Rainfed,11.97
Potato,160.1,122.1,167.4,6.69,14.9,66.7,632.2,Rainfed,10.06
Potato,204.2,125.3,130.6,6.81,27.0,84.7,740.4,Flood,11.8
Potato,139.5,104.2,85.5,5.1,16.6,35.8,78.6,Rainfed,7.3
Potato,129.5,94.8,129.9,6.64,33.3,67.0,657.4,Drip,15.24
Potato,183.5,85.5,156.5,7.07,13.1,56.6,415.7,Sprinkler,12.93
Potato,102.9,71.2,143.4,5.98,30.6,70.4,755.3,Drip,14.81
Potato,156.7,62.0,83.6,6.09,21.1,76.6,548.8,Rainfed,12.59
Potato,150.1,59.0,151.3,6.99,12.9,68.7,632.0,Drip,15.54
Potato,166.9,96.2,88.1,5.23,12.7,63.4,541.1,Flood,13.83
Potato,177.1,84.2,150.0,7.04,15.6,85.2,718.0,Flood,12.56
Potato,114.4,79.3,96.7,6.51,33.2,69.3,523.0,Rainfed,11.97
Potato,174.2,79.2,90.6,5.32,21.4,70.2,462.5,Rainfed,12.01
Potato,131.0,101.7,106.7,6.48,17.7,71.0,646.2,Rainfed,11.6
Potato,140.8,79.1,122.3,6.26,31.6,83.0,651.2,Rainfed,11.91
Potato,141.6,75.8,110.3,6.67,20.9,89.9,823.6,Drip,16.7
Potato,126.0,114.7,70.9,5.25,25.6,77.4,465.2,Drip,15.42
Potato,179.1,112.5,122.2,6.89,16.9,60.5,773.6,Sprinkler,13.57
Potato,94.9,114.7,98.6,6.27,12.6,76.3,779.1,Sprinkler,14.2
Potato,124.5,70.1,97.1,6.98,17.4,55.1,820.3,Flood,12.47
Potato,149.3,80.8,115.2,6.26,30.8,64.8,608.2,Rainfed,12.22
Potato,111.7,100.2,148.0,5.56,24.0,67.2,805.2,Drip,17.03
Potato,203.3,125.1,97.4,5.76,12.9,85.6,683.9,Sprinkler,13.51
Potato,118.0,96.4,165.2,6.76,18.9,83.9,590.8,Drip,17.58
Potato,122.1,75.4,171.4,5.02,23.4,87.8,647.5,Drip,16.06
Potato,181.4,84.1,113.1,6.04,20.7,85.0,517.3,Flood,15.1
Potato,121.7,73.3,105.7,6.19,15.5,87.2,687.9,Rainfed,12.25
Potato,118.3,104.2,137.7,4.1,16.5,79.2,594.4,Drip,15.59
Potato,200.2,104.5,112.1,5.72,25.8,75.2,772.1,Sprinkler,15.0
Potato,146.2,98.1,89.8,6.61,26.2,86.2,525.7,Sprinkler,14.63
Potato,157.6,92.4,164.8,5.99,19.7,56.5,364.4,Drip,17.47
Potato,188.1,97.0,131.7,5.41,24.5,60.8,354.0,Drip,16.02
Potato,119.4,101.6,90.8,6.32,13.4,60.2,645.6,Rainfed,12.5
Potato,161.0,62.1,124.8,5.63,18.6,73.3,402.2,Sprinkler,16.56
Potato,152.7,96.6,82.8,4.73,21.6,60.5,737.5,Drip,17.02
Potato,159.0,66.1,103.9,6.73,13.3,85.0,629.6,Flood,13.53
Potato,126.3,107.7,150.0,5.25,26.6,58.0,363.8,Sprinkler,13.65
Potato,120.3,83.7,119.0,4.85,19.3,69.9,776.0,Sprinkler,15.6
Potato,120.1,68.9,126.0,5.19,21.2,75.2,564.0,Sprinkler,16.45
Potato,159.7,63.9,172.1,5.97,24.6,60.2,746.3,Rainfed,11.11
Potato,120.2,60.6,98.9,5.55,22.6,61.3,387.9,Sprinkler,16.4
Potato,193.5,72.8,123.2,5.58,12.0,75.3,842.1,Drip,14.97
Potato,34.1,6.4,29.2,5.74,22.5,70.1,673.4,Sprinkler,12.45
Potato,121.0,119.4,114.1,5.4,20.8,59.8,679.4,Drip,17.45
Potato,149.7,90.3,139.5,4.81,18.9,70.5,614.3,Rainfed,12.58
Potato,147.4,108.6,84.4,6.53,13.1,71.9,794.9,Drip,15.31
Potato,105.4,111.3,117.0,6.34,25.8,69.3,469.1,Flood,13.6
Potato,167.3,65.8,83.9,5.31,17.9,60.6,830.6,Sprinkler,14.37
Potato,187.8,119.6,98.8,6.08,16.8,64.0,708.5,Flood,13.83
Potato,131.2,61.5,145.2,6.71,24.4,43.6,139.7,Rainfed,7.17
Potato,188.0,96.3,82.0,5.64,26.6,67.3,875.4,Drip,14.49
Potato,30.8,28.7,8.5,5.07,17.6,78.2,608.7,Rainfed,9.0
Potato,130.7,66.7,143.3,6.65,14.1,72.0,479.2,Drip,16.44
Potato,58.3,31.3,42.8,5.83,20.9,69.4,431.1,Flood,13.49
Potato,105.9,98.6,130.3,4.86,16.0,68.7,476.7,Drip,15.52
Potato,201.7,100.9,128.8,6.73,21.5,60.8,521.4,Flood,14.88
Potato,205.4,98.3,162.0,4.83,20.5,87.2,503.8,Drip,16.32
Potato,134.8,108.3,93.7,5.06,18.7,74.4,519.0,Rainfed,11.84
Potato,201.3,74.5,100.3,5.86,19.7,55.0,714.2,Rainfed,12.93
Potato,135.8,86.5,118.1,4.21,22.5,73.9,508.1,Flood,12.74
Potato,125.9,91.3,115.3,4.79,15.9,62.5,875.2,Sprinkler,13.89
Potato,142.4,118.6,126.5,5.4,23.1,72.7,423.8,Sprinkler,15.02
Potato,187.8,95.3,107.4,4.91,19.0,81.3,550.6,Drip,16.63
Potato,149.3,65.8,139.0,6.79,18.0,31.3,128.3,Rainfed,7.98
Potato,194.1,55.3,85.7,6.51,22.3,59.7,641.3,Flood,13.8
Potato,113.6,89.5,92.3,4.82,19.4,62.7,765.0,Flood,13.66
Potato,149.1,118.2,68.3,5.38,20.1,61.2,901.0,Sprinkler,15.42
Potato,153.2,51.2,106.2,5.03,22.3,71.8,513.1,Sprinkler,15.23
Potato,101.2,65.8,97.5,6.47,19.1,43.0,136.8,Rainfed,8.36
Potato,142.9,109.5,129.1,5.38,18.5,28.4,87.8,Rainfed,7.87
Potato,156.3,53.9,159.7,5.41,27.0,88.4,921.9,Flood,12.03
Potato,148.9,62.0,147.9,5.1,18.2,72.9,586.4,Drip,16.8
Potato,126.0,108.4,167.4,6.25,22.2,58.6,623.5,Flood,14.9
Potato,112.2,72.4,112.7,5.0,25.7,80.9,553.6,Drip,16.07
Potato,136.8,68.3,113.0,6.79,13.0,67.9,935.9,Drip,14.94
Potato,173.4,72.3,97.1,4.98,15.2,65.6,601.5,Sprinkler,15.75
Potato,85.7,61.1,98.6,6.59,25.3,76.6,565.3,Flood,13.11
Potato,97.8,53.6,146.4,5.98,17.0,70.3,932.9,Sprinkler,13.72
Potato,151.8,60.6,103.3,4.47,19.1,67.5,666.8,Rainfed,12.25
Potato,172.5,52.4,79.0,5.56,14.3,57.6,730.2,Flood,14.23
Potato,184.7,101.3,144.8,5.35,26.9,61.4,457.3,Drip,15.67
Potato,203.4,103.5,166.7,5.46,17.0,84.9,415.9,Rainfed,11.56
Potato,198.0,76.4,142.8,5.86,21.4,72.7,939.0,Flood,13.54
Potato,130.3,58.7,162.0,5.39,15.9,87.2,835.5,Drip,15.86
Potato,196.4,56.9,154.2,6.01,22.0,72.2,766.6,Drip,15.78
Potato,123.3,85.3,112.8,6.55,19.2,82.6,367.0,Drip,17.41
Potato,200.5,56.6,72.5,5.08,21.6,69.0,848.4,Drip,14.48
Potato,168.6,60.4,166.6,5.52,22.7,73.3,462.6,Flood,13.09
Potato,133.3,95.4,94.9,6.36,16.6,84.5,459.1,Drip,17.06
Potato,109.9,108.6,93.2,6.4,20.7,89.5,959.9,Flood,12.72
Potato,132.1,107.9,168.0,4.76,20.1,62.6,677.0,Sprinkler,15.94
Potato,152.4,114.9,101.4,5.75,19.1,64.8,563.1,Sprinkler,18.19
Potato,162.6,77.6,101.0,6.17,14.0,63.9,347.0,Drip,16.79
Potato,41.4,29.7,45.4,6.09,16.8,80.9,465.3,Drip,14.02
Potato,141.8,101.3,138.1,5.17,15.0,71.4,903.4,Drip,16.89
Potato,92.1,82.6,129.0,4.86,14.0,78.2,653.8,Drip,15.82
Potato,196.3,52.2,135.2,4.88,12.1,60.3,590.7,Flood,12.83
Potato,113.6,89.8,151.3,6.7,24.7,66.8,827.8,Drip,14.75
Potato,200.7,52.0,114.0,6.25,22.5,61.2,942.2,Sprinkler,14.01
Potato,168.8,80.7,148.9,7.04,16.1,79.6,914.2,Flood,11.71
Potato,112.3,91.4,126.8,6.38,27.0,56.2,361.7,Drip,15.36
Potato,124.6,85.5,90.5,6.78,20.8,88.1,687.7,Drip,17.71
Potato,158.0,62.5,129.3,4.49,17.4,63.9,736.0,Flood,12.84
Potato,162.7,84.1,170.6,6.77,23.6,64.6,943.2,Flood,12.64
Potato,197.5,63.2,82.5,6.05,12.9,78.2,474.1,Drip,15.4
Potato,156.0,96.1,92.1,5.05,30.4,74.6,682.4,Rainfed,9.47
Potato,128.0,78.6,89.9,7.0,18.8,75.0,610.0,Drip,18.11
Potato,152.7,75.6,98.6,5.11,22.4,82.1,727.9,Rainfed,12.71
Potato,150.1,69.3,86.1,6.68,24.0,82.2,616.5,Flood,14.0
Potato,19.3,10.1,38.9,5.01,15.4,73.4,499.0,Flood,10.67
Potato,106.1,107.7,150.7,5.05,26.0,72.1,722.5,Sprinkler,13.31
Potato,156.0,60.0,141.2,6.39,20.2,58.2,545.7,Drip,17.88
Potato,195.6,51.2,95.9,6.62,12.1,55.4,710.9,Flood,12.66
Potato,192.7,52.0,100.6,5.51,14.5,66.8,695.0,Sprinkler,15.09
Potato,176.4,105.0,97.3,5.48,16.3,59.5,801.8,Drip,16.22
Potato,196.4,87.8,152.1,6.4,23.9,81.8,451.4,Sprinkler,14.72
Potato,126.9,124.3,128.9,5.81,21.9,83.6,572.3,Drip,17.56
Potato,140.1,92.9,128.0,5.04,14.6,73.3,476.4,Rainfed,11.94
Potato,152.4,95.2,99.6,6.24,24.4,89.9,856.6,Sprinkler,15.39
Potato,110.8,70.3,83.6,6.47,18.1,57.2,880.0,Sprinkler,14.25
Potato,127.0,72.9,115.6,5.51,20.2,82.1,751.7,Drip,18.76
Potato,24.2,33.4,24.9,6.16,16.9,63.9,747.8,Sprinkler,12.83
Potato,95.2,93.7,125.7,5.63,24.7,55.2,652.9,Drip,17.39
Potato,103.6,98.6,69.5,6.74,22.8,73.6,787.6,Drip,15.77
Potato,120.5,124.4,157.6,6.46,26.0,67.1,896.6,Drip,14.99
Potato,28.8,9.3,14.1,6.34,15.6,65.6,569.8,Drip,14.03
Potato,104.5,109.8,99.3,5.21,20.4,69.4,909.0,Flood,11.89
Potato,117.6,92.1,152.1,5.45,14.9,71.6,364.2,Flood,13.19
Potato,145.6,73.7,162.5,4.92,25.0,68.2,883.6,Flood,12.53
Potato,176.1,105.4,136.9,6.54,20.6,64.1,903.9,Drip,15.39
Potato,173.9,83.3,70.6,4.86,21.7,88.8,673.2,Sprinkler,14.48
Potato,19.1,35.8,11.0,6.01,21.3,83.4,738.9,Sprinkler,12.55
Potato,57.7,27.8,34.6,6.36,17.5,78.2,493.1,Rainfed,10.37
Potato,121.3,69.9,138.7,6.25,28.7,72.4,586.8,Rainfed,11.5
Potato,166.3,78.6,74.2,6.69,14.6,68.0,704.2,Sprinkler,14.59
Potato,108.1,108.6,90.3,6.38,14.4,75.6,618.7,Rainfed,11.57
Potato,149.4,99.9,141.3,5.92,30.9,75.5,691.7,Drip,16.34
Potato,184.7,105.8,119.1,6.76,13.8,86.8,861.7,Flood,12.28
Potato,151.3,102.0,126.6,5.55,20.5,64.0,601.8,Drip,18.57
Potato,131.5,107.5,86.3,5.72,13.7,59.9,715.2,Sprinkler,15.15
Potato,169.1,68.7,81.3,6.17,14.6,84.5,643.8,Rainfed,10.62
Potato,96.1,121.2,133.4,5.14,20.4,59.7,331.2,Sprinkler,13.6
Groundnut,40.6,42.5,51.7,5.61,29.7,67.2,871.1,Flood,1.49
Groundnut,47.7,62.4,41.7,6.27,28.3,41.7,51.1,Rainfed,0.9
Groundnut,28.9,43.7,26.0,7.29,34.6,47.5,767.0,Drip,1.82
Groundnut,21.7,72.7,54.8,5.51,30.0,77.4,820.8,Sprinkler,1.66
Groundnut,42.1,63.8,67.6,5.86,30.0,52.5,523.8,Flood,1.49
Groundnut,23.2,62.6,51.4,6.38,27.6,69.9,815.1,Sprinkler,1.81
Groundnut,44.0,43.6,39.4,7.08,21.7,75.0,639.9,Sprinkler,1.7
Groundnut,45.7,44.1,56.5,7.33,24.3,54.3,441.4,Drip,1.68
Groundnut,50.7,47.0,52.5,6.46,24.6,65.4,491.0,Sprinkler,1.71
Groundnut,11.5,10.4,9.9,6.08,33.7,65.5,898.0,Drip,1.43
Groundnut,30.9,43.3,48.0,5.87,32.3,39.0,78.1,Rainfed,0.68
Groundnut,33.3,35.5,37.4,6.43,35.6,80.2,501.5,Flood,1.47
Groundnut,17.4,67.5,45.5,6.86,29.7,84.4,585.3,Flood,1.52
Groundnut,48.0,48.7,52.4,5.6,24.3,73.7,804.7,Sprinkler,1.54
Groundnut,33.1,35.2,44.7,7.3,33.7,61.4,377.3,Sprinkler,1.52
Groundnut,57.2,60.8,40.8,6.75,22.9,53.0,1081.4,Drip,1.72
Groundnut,39.0,75.8,59.5,5.59,31.1,65.2,730.9,Flood,1.43
Groundnut,25.8,63.5,26.7,6.18,32.0,77.3,557.3,Sprinkler,1.76
Groundnut,34.1,44.6,56.1,6.0,34.6,66.1,1039.0,Drip,1.74
Groundnut,32.7,55.9,32.8,5.54,30.7,68.5,845.5,Drip,1.87
Groundnut,34.0,66.6,34.8,5.95,22.0,59.4,523.7,Rainfed,1.24
Groundnut,32.1,55.4,51.8,4.57,22.2,50.4,780.7,Rainfed,1.13
Groundnut,19.6,47.8,39.5,6.55,30.6,75.0,551.8,Drip,1.84
Groundnut,48.5,79.3,55.7,6.31,26.2,64.5,685.2,Flood,1.49
Groundnut,29.0,70.0,62.7,6.34,30.7,47.4,773.0,Drip,1.94
Groundnut,47.1,75.7,31.6,6.95,28.2,49.5,868.2,Sprinkler,1.64
Groundnut,54.5,58.2,68.6,6.52,21.9,63.8,502.2,Sprinkler,1.57
Groundnut,42.9,59.1,58.7,6.39,33.9,72.2,838.1,Rainfed,1.43
Groundnut,38.8,44.4,43.1,6.72,41.2,75.9,540.3,Flood,1.48
Groundnut,31.5,69.5,31.4,7.26,35.3,45.0,1017.3,Sprinkler,1.48
Groundnut,26.7,54.8,66.8,5.92,22.9,54.7,790.4,Rainfed,1.18
Groundnut,32.8,36.2,47.7,5.75,33.5,67.0,1018.8,Rainfed,1.23
Groundnut,21.1,77.9,60.1,7.06,21.4,52.2,1120.6,Drip,1.5
Groundnut,36.3,76.8,40.0,5.95,27.9,69.6,665.4,Drip,1.93
Groundnut,10.7,18.1,5.0,7.1,28.6,68.6,782.3,Rainfed,1.09
Groundnut,41.0,47.0,55.4,6.76,22.8,51.5,786.8,Flood,1.54
Groundnut,34.1,69.6,30.6,7.28,30.1,70.2,471.1,Drip,1.77
Groundnut,39.3,66.6,36.0,6.14,33.4,23.4,74.8,Rainfed,0.87
Groundnut,40.9,62.1,38.2,7.34,34.6,60.7,698.7,Flood,1.47
Groundnut,31.1,44.9,45.4,6.87,31.9,76.2,652.3,Flood,1.73
Groundnut,43.5,65.1,58.3,6.43,28.0,78.8,679.2,Rainfed,1.29
Groundnut,21.1,51.2,47.0,4.96,27.3,78.8,585.9,Flood,1.44
Groundnut,47.8,60.7,56.0,6.34,24.5,66.8,652.5,Drip,1.93
Groundnut,36.2,59.9,68.8,7.4,24.3,79.7,664.5,Drip,1.94
Groundnut,56.6,79.3,31.0,7.04,32.8,59.7,873.7,Sprinkler,1.53
Groundnut,30.8,42.8,56.8,6.42,27.1,69.2,482.7,Flood,1.56
Groundnut,31.8,39.9,32.8,7.34,27.3,73.9,422.8,Sprinkler,1.62
Groundnut,55.1,67.4,28.2,6.26,21.4,79.5,844.9,Rainfed,1.22
Groundnut,35.8,49.8,37.3,6.67,39.7,77.3,695.8,Drip,1.9
Groundnut,48.8,73.9,60.3,5.97,28.9,60.4,718.6,Drip,1.77
Groundnut,51.7,75.7,52.0,6.5,31.4,69.4,1127.3,Drip,1.73
Groundnut,37.1,40.3,61.0,6.67,32.4,63.5,519.0,Drip,1.88
Groundnut,23.5,42.7,44.5,6.38,24.4,50.3,1097.1,Drip,1.69
Groundnut,33.6,39.8,25.9,6.94,31.4,61.7,458.5,Sprinkler,1.6
Groundnut,45.5,37.6,49.7,6.05,29.9,70.9,1070.3,Sprinkler,1.48
Groundnut,18.9,47.3,28.3,7.43,30.0,51.9,451.1,Sprinkler,1.54
Groundnut,28.3,55.8,65.2,6.64,28.3,77.3,363.1,Drip,1.98
Groundnut,23.6,77.2,39.8,7.08,34.3,58.9,1019.3,Flood,1.36
Groundnut,27.2,77.3,28.3,7.09,27.0,52.1,421.9,Sprinkler,1.51
Groundnut,38.8,48.7,32.0,4.1,23.5,75.1,778.9,Sprinkler,1.52
Groundnut,35.3,78.4,46.2,7.0,24.8,76.2,611.7,Sprinkler,1.81
Groundnut,41.2,57.3,37.5,6.2,26.4,31.3,156.3,Rainfed,0.91
Groundnut,30.9,55.8,33.5,4.5,26.3,55.5,897.2,Flood,1.39
Groundnut,11.6,8.3,15.6,6.19,33.1,71.3,842.6,Sprinkler,1.38
Groundnut,36.6,63.6,52.3,6.22,26.8,57.7,1139.6,Sprinkler,1.68
Groundnut,11.5,21.1,12.6,6.03,22.2,71.0,725.1,Drip,1.54
Groundnut,52.6,64.8,39.8,7.35,34.1,73.6,643.7,Flood,1.37
Groundnut,57.4,71.4,57.2,6.4,25.0,79.2,802.8,Flood,1.44
Groundnut,47.5,74.3,42.5,5.53,24.1,81.6,896.3,Flood,1.47
Groundnut,24.2,79.0,40.9,6.16,25.9,48.7,847.5,Drip,1.79
Groundnut,33.0,55.3,53.6,7.02,23.7,83.7,845.4,Drip,1.83
Groundnut,29.4,49.4,28.6,6.07,31.5,70.4,423.5,Drip,1.68
Groundnut,47.1,72.7,26.1,6.16,26.8,81.4,751.1,Drip,1.8
Groundnut,18.7,52.1,53.6,6.07,29.5,59.3,951.8,Drip,1.68
Groundnut,24.0,41.4,62.1,7.24,21.5,81.3,573.2,Sprinkler,1.55
Groundnut,41.3,58.4,45.6,7.42,23.0,51.3,916.5,Drip,1.75
Groundnut,36.6,48.4,66.0,6.07,24.6,54.4,473.7,Sprinkler,1.75
Groundnut,25.0,35.7,67.9,5.53,35.4,78.2,1071.4,Sprinkler,1.41
Groundnut,11.9,5.2,5.1,6.51,27.9,54.9,697.3,Flood,1.4
Groundnut,21.4,56.1,37.0,6.22,38.5,69.5,726.8,Rainfed,1.27
Groundnut,17.6,68.9,47.5,7.31,29.2,62.9,879.4,Flood,1.42
Groundnut,25.7,54.0,68.6,6.65,31.1,72.1,1000.1,Rainfed,1.24
Groundnut,36.3,48.8,41.2,6.17,25.2,72.8,818.4,Drip,1.99
Groundnut,45.5,62.5,39.0,7.1,21.8,67.8,573.2,Sprinkler,1.67
Groundnut,28.5,52.6,41.5,6.99,41.6,67.7,587.5,Rainfed,1.16
Groundnut,43.2,34.7,33.3,7.36,30.6,57.2,395.3,Sprinkler,1.54
Groundnut,46.0,58.1,54.5,6.24,38.4,62.9,788.9,Drip,1.8
Groundnut,49.8,58.9,54.0,6.18,26.1,42.9,148.2,Rainfed,0.82
Groundnut,27.3,66.5,64.1,5.96,31.3,60.7,452.6,Flood,1.42
Groundnut,47.1,45.8,66.4,5.93,35.9,74.5,666.2,Drip,1.71
Groundnut,24.8,62.9,41.0,6.09,32.1,54.2,817.8,Drip,1.93
Groundnut,19.8,43.8,32.2,5.88,21.6,67.5,822.9,Flood,1.51
Groundnut,38.6,80.1,48.6,6.65,35.9,84.8,690.7,Sprinkler,1.86
Groundnut,29.5,72.1,54.0,6.06,32.8,62.1,453.9,Rainfed,1.23
Groundnut,38.9,71.6,67.3,7.25,28.4,66.8,579.1,Sprinkler,1.82
Groundnut,49.1,62.1,55.7,6.25,26.9,53.3,1099.5,Rainfed,1.2
Groundnut,54.9,64.9,35.7,7.02,25.2,62.6,574.0,Sprinkler,1.58
Groundnut,34.9,69.9,44.7,6.11,28.1,51.2,902.4,Rainfed,1.4
Groundnut,46.4,62.4,50.7,7.49,24.4,76.2,813.5,Rainfed,1.16
Groundnut,45.8,70.0,25.5,6.51,23.8,80.0,479.3,Flood,1.51
Groundnut,31.4,77.7,36.0,5.69,21.1,65.2,860.5,Drip,1.71
Groundnut,50.1,79.8,66.2,6.21,26.4,74.8,464.6,Drip,1.73
Groundnut,11.4,10.6,11.8,6.51,26.3,71.5,749.8,Drip,1.64
Groundnut,46.4,47.7,40.5,6.12,33.8,23.8,97.6,Rainfed,0.95
Groundnut,27.4,59.2,32.3,6.6,31.8,73.0,525.6,Rainfed,1.34
Groundnut,42.1,54.9,31.4,6.61,41.6,58.1,783.5,Drip,1.82
Groundnut,52.4,41.2,61.3,6.01,26.8,81.1,714.5,Drip,1.84
Groundnut,57.4,70.6,63.7,7.0,34.3,48.1,1085.3,Sprinkler,1.3
Groundnut,20.1,67.3,57.5,7.49,32.3,60.3,794.7,Sprinkler,1.52
Groundnut,47.2,67.4,31.6,5.91,38.5,57.7,497.4,Rainfed,1.09
Groundnut,37.3,56.3,40.2,6.79,31.9,60.4,492.8,Rainfed,1.31
Groundnut,23.3,55.5,35.1,6.98,20.4,67.2,492.2,Drip,1.73
Groundnut,44.2,38.6,54.4,6.72,27.6,61.8,1051.9,Drip,1.71
Groundnut,54.1,73.5,60.2,7.47,31.2,75.0,1126.6,Drip,1.43
Groundnut,46.9,76.7,63.9,7.18,35.1,66.5,365.4,Drip,1.42
Groundnut,33.2,76.7,41.1,7.21,34.4,65.0,708.6,Flood,1.64
